0.133333,0.000125596
0.2,0.000290183
0.266667,0.000516882
0.333333,0.000801578
0.4,0.00111527
0.466667,0.00147227
0.533333,0.00187747
0.6,0.00229638
0.666667,0.00275527
0.733333,0.00323629
0.8,0.00373162
0.866667,0.00424498
0.933333,0.0047744
1,0.00550759
1.06667,0.0065102
1.13333,0.0077303
1.2,0.00904916
1.26667,0.0105849
1.33333,0.0122988
1.4,0.0140922
1.46667,0.0159181
1.53333,0.0178534
1.6,0.0197987
1.66667,0.0218301
1.73333,0.0239629
1.8,0.0261147
1.86667,0.0283392
1.93333,0.0306655
2,0.0331085
2.06667,0.0357093
2.13333,0.0384722
2.2,0.0413033
2.26667,0.0442781
2.33333,0.0472036
2.4,0.0499332
2.46667,0.0525799
2.53333,0.0552548
2.6,0.0577756
2.66667,0.0602454
2.73333,0.0627586
2.8,0.065173
2.86667,0.0675569
2.93333,0.069976
3,0.0723023
3.06667,0.0745952
3.13333,0.076919
3.2,0.0791711
3.26667,0.0813928
3.33333,0
3.4,0
3.46667,0.0874355
3.53333,0.0893334
3.6,0.0911074
3.66667,0.0927928
3.73333,0.0944771
3.8,0.0960587
3.86667,0.097578
3.93333,0.0990867
4,0.100521
4.06667,0.101903
4.13333,0.103277
4.2,0.104557
4.26667,0.105784
4.33333,0.10701
4.4,0.108162
4.46667,0.109264
4.53333,0.110357
4.6,0.111386
4.66667,0.112374
4.73333,0.113359
4.8,0.114285
4.86667,0.115159
4.93333,0.116031
5,0.116859
5.06667,0.117644
5.13333,0.118428
5.2,0.119166
5.26667,0.119878
5.33333,0.120568
5.4,0.121196
5.46667,0.121801
5.53333,0.122406
5.6,0.122968
5.66667,0.123498
5.73333,0.12403
5.8,0.124523
5.86667,0.124994
5.93333,0.125459
6,0.126039
6.06667,0.126772
6.13333,0.127637
6.2,0.128537
6.26667,0.129536
6.33333,0.130653
6.4,0.131807
6.46667,0.133065
6.53333,0.134426
6.6,0.135823
6.66667,0.137308
6.73333,0.13889
6.8,0.13889
6.86667,0.13889
6.93333,0.13889
7,0.13889
7.06667,0.13889
7.13333,0.13889
7.2,0.13889
7.26667,0.13889
7.33333,0.13889
7.4,0.13889
7.46667,0.13889
7.53333,0.13889
7.6,0.13889
7.66667,0.13889
7.73333,0.13889
7.8,0.13889
7.86667,0.13889
7.93333,0.13889
8,0.13889
8.06667,0.13889
8.13333,0.13889
8.2,0.13889
8.26667,0.13889
8.33333,0.13889
8.4,0.13889
8.46667,0.13889
8.53333,0.13889
8.6,0.13889
8.66667,0.13889
8.73333,0.13889
8.8,0.13889
8.86667,0.13889
8.93333,0.13889
9,0.13889
9.06667,0.13889
9.13333,0.13889
9.2,0.13889
9.26667,0.13889
9.33333,0.13889
9.4,0.13889
9.46667,0.13889
9.53333,0.13889
9.6,0.13889
9.66667,0.13889
9.73333,0.13889
9.8,0.13889
9.86667,0.13889
9.93333,0.13889
10,0.13889
10.0667,0.13889
10.1333,0.13889
10.2,0.113644
10.2667,0.115132
10.3333,0.116593
10.4,0.117983
10.4667,0.119321
10.5333,0.120659
10.6,0.121907
10.6667,0.123113
10.7333,0.124334
10.8,0.125486
10.8667,0.126623
10.9333,0.127784
11,0.128909
11.0667,0.130017
11.1333,0.131128
11.2,0.13219
11.2667,0.133237
11.3333,0.134261
11.4,0.135246
11.4667,0.136216
11.5333,0.1372
11.6,0.138135
11.6667,0.139052
11.7333,0.139978
11.8,0.140867
11.8667,0.141734
11.9333,0.142612
12,0.143472
12.0667,0.144292
12.1333,0.145113
12.2,0.145873
12.2667,0.146589
12.3333,0.147285
12.4,0.147933
12.4667,0.148546
12.5333,0.149153
12.6,0.149709
12.6667,0.150215
12.7333,0.150704
12.8,0.151142
12.8667,0.151559
12.9333,0.151966
13,0.152368
13.0667,0.152736
13.1333,0.153089
13.2,0.153409
13.2667,0.153706
13.3333,0.153975
13.4,0.154226
13.4667,0.154455
13.5333,0.154455
13.6,0.154455
13.6667,0.154455
13.7333,0.154455
13.8,0.154455
13.8667,0.154455
13.9333,0.154455
14,0.154455
14.0667,0.154455
14.1333,0.154455
14.2,0.154455
14.2667,0.154455
14.3333,0.154455
14.4,0.154455
14.4667,0.154455
14.5333,0.154455
14.6,0.154455
14.6667,0.154455
14.7333,0.154455
14.8,0.154455
14.8667,0.154455
14.9333,0.154455
15,0.154455
15.0667,0.154455
15.1333,0.154455
15.2,0.154455
15.2667,0.154455
15.3333,0.154455
15.4,0.154455
15.4667,0.154455
15.5333,0.154455
15.6,0.154455
15.6667,0.154455
15.7333,0.154455
15.8,0.154455
15.8667,0.154455
15.9333,0.154455
16,0.154455
16.0667,0.154455
16.1333,0.154455
16.2,0.154455
16.2667,0.154455
16.3333,0.154455
16.4,0.154455
16.4667,0.154455
16.5333,0.154455
16.6,0.154455
16.6667,0.154455
16.7333,0.154455
16.8,0.154455
16.8667,0.154455
16.9333,0.00923177
17,0.00933307
17.0667,0.00942751
17.1333,0.00951647
17.2,0.0095919
17.2667,0.00964696
17.3333,0.00967518
17.4,0.00970006
17.4667,0.00972416
17.5333,0.00974787
17.6,0.0097706
17.6667,0.00978999
17.7333,0.00980939
17.8,0.00982879
17.8667,0.00984819
17.9333,0.00986759
18,0.0099201
18.0667,0.00997359
18.1333,0.0100281
18.2,0.0100835
18.2667,0.0101415
18.3333,0.010184
18.4,0.0102287
18.4667,0.0102771
18.5333,0.0103261
18.6,0.0103751
18.6667,0.0104244
18.7333,0.0104738
18.8,0.0105232
18.8667,0.010573
18.9333,0.0106227
19,0.0107709
19.0667,0.0109523
19.1333,0.0111547
19.2,0.0113702
19.2667,0.0116067
19.3333,0.0118295
19.4,0.0120678
19.4667,0.0123333
19.5333,0.0126176
19.6,0.0129072
19.6667,0.0132079
19.7333,0.0135257
19.8,0.0138457
19.8667,0.0141745
19.9333,0.0145095
20,0.0148667
20.0667,0.015228
20.1333,0.0155937
20.2,0.0159599
20.2667,0.0159599
20.3333,0.0159599
20.4,0.0159599
20.4667,0.0159599
20.5333,0.0159599
20.6,0.0159599
20.6667,0.0159599
20.7333,0.0159599
20.8,0.0159599
20.8667,0.0159599
20.9333,0.0159599
21,0.0159599
21.0667,0.0159599
21.1333,0.0159599
21.2,0.0159599
21.2667,0.0159599
21.3333,0.0159599
21.4,0.0159599
21.4667,0.0159599
21.5333,0.0159599
21.6,0.0159599
21.6667,0.0159599
21.7333,0.0159599
21.8,0.0159599
21.8667,0.0159599
21.9333,0.0159599
22,0.0159599
22.0667,0.0159599
22.1333,0.0159599
22.2,0.0159599
22.2667,0.0159599
22.3333,0.0159599
22.4,0.0159599
22.4667,0.0159599
22.5333,0.0159599
22.6,0.0159599
22.6667,0.0159599
22.7333,0.0159599
22.8,0.0159599
22.8667,0.0159599
22.9333,0.0159599
23,0.0159599
23.0667,0.0159599
23.1333,0.0159599
23.2,0.0159599
23.2667,0.0159599
23.3333,0.0159599
23.4,0.0159599
23.4667,0.0159599
23.5333,0.0159599
23.6,0.0159599
23.6667,0.0111032
23.7333,0.0117274
23.8,0.0123693
23.8667,0.0130496
23.9333,0.0137654
24,0.0145209
24.0667,0.0153217
24.1333,0.0161656
24.2,0.0170267
24.2667,0.0179277
24.3333,0.0187939
24.4,0.0196064
24.4667,0.0203871
24.5333,0.0211685
24.6,0.0219028
24.6667,0.0226262
24.7333,0.0233604
24.8,0.024064
24.8667,0.0247535
24.9333,0.0254536
25,0.0261464
25.0667,0.026834
25.1333,0.0275339
25.2,0.0282079
25.2667,0.0288749
25.3333,0.029523
25.4,0.030133
25.4667,0.0307206
25.5333,0.0313141
25.6,0.0318752
25.6667,0.0324235
25.7333,0.0329774
25.8,0.033509
25.8667,0.0340384
25.9333,0.0345735
26,0.035164
26.0667,0.0358332
26.1333,0.0365963
26.2,0.0373852
26.2667,0.0382395
26.3333,0.0391492
26.4,0.0400607
26.4667,0.0410165
26.5333,0.0420297
26.6,0.0430491
26.6667,0.0441133
26.7333,0.0452376
26.8,0.0463701
26.8667,0.0475437
26.9333,0.0487732
27,0.0487732
27.0667,0.0487732
27.1333,0.0487732
27.2,0.0487732
27.2667,0.0487732
27.3333,0.0487732
27.4,0.0487732
27.4667,0.0487732
27.5333,0.0487732
27.6,0.0487732
27.6667,0.0487732
27.7333,0.0487732
27.8,0.0487732
27.8667,0.0487732
27.9333,0.0487732
28,0.0487732
28.0667,0.0487732
28.1333,0.0487732
28.2,0.0487732
28.2667,0.0487732
28.3333,0.0487732
28.4,0.0487732
28.4667,0.0487732
28.5333,0.0487732
28.6,0.0487732
28.6667,0.0487732
28.7333,0.0487732
28.8,0.0487732
28.8667,0.0487732
28.9333,0.0487732
29,0.0487732
29.0667,0.0487732
29.1333,0.0487732
29.2,0.0487732
29.2667,0.0487732
29.3333,0.0487732
29.4,0.0487732
29.4667,0.0487732
29.5333,0.0487732
29.6,0.0487732
29.6667,0.0487732
29.7333,0.0487732
29.8,0.0487732
29.8667,0.0487732
29.9333,0.0487732
30,0.0487732
30.0667,0.0487732
30.1333,0.0487732
30.2,0.0487732
30.2667,0.0487732
30.3333,0.0487732
30.4,0.0642734
30.4667,0.0656142
30.5333,0.0669617
30.6,0.0682551
30.6667,0.0695124
30.7333,0.0707603
30.8,0.0719287
30.8667,0.0730281
30.9333,0.0740889
31,0.0750715
31.0667,0.075966
31.1333,0.076824
31.2,0.077596
31.2667,0.0782964
31.3333,0.0789423
31.4,0.0795344
31.4667,0.0800863
31.5333,0.0806212
31.6,0.081104
31.6667,0.0815437
31.7333,0.081965
31.8,0.0823422
31.8667,0.0826811
31.9333,0.0830038
32,0.0833234
32.0667,0.0836173
32.1333,0.0838961
32.2,0.0841473
32.2667,0.0843721
32.3333,0.0845792
32.4,0.08477
32.4667,0.084944
32.5333,0.0851147
32.6,0.0852702
32.6667,0.0854201
32.7333,0.0855681
32.8,0.0857074
32.8667,0.0858388
32.9333,0.0859727
33,0.0861376
33.0667,0.0862987
33.1333,0.0864623
33.2,0.0866202
33.2667,0.0867742
33.3333,0.0868948
33.4,0.087009
33.4667,0.0871205
33.5333,0.0872288
33.6,0.0873315
33.6667,0.0874277
33.7333,0.0874277
33.8,0.0874277
33.8667,0.0874277
33.9333,0.0874277
34,0.0874277
34.0667,0.0874277
34.1333,0.0874277
34.2,0.0874277
34.2667,0.0874277
34.3333,0.0874277
34.4,0.0874277
34.4667,0.0874277
34.5333,0.0874277
