Time,Queue Density,Dynamic Density
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
1.2,0.11148,0.196885
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
2.4,0.13098,0.122617
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
3.6,0.143971,0.125317
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
4.8,0.143798,0.101111
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
6,0.198817,0.127724
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
7.2,0.216804,0.166813
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
8.4,0.243283,0.157181
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
9.6,0.261964,0.164838
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
10.8,0.243205,0.134585
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
12,0.23494,0.0942457
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
13.2,0.234556,0.0763723
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
14.4,0.234055,0.0432903
