Time,Queue Density,Dynamic Density
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
1,0.108334,0.191728
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
2,0.127461,0.132336
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
3,0.138002,0.120474
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
4,0.148164,0.107758
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
5,0.14546,0.0858165
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
6,0.198817,0.119357
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
7,0.21327,0.161801
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
8,0.241069,0.154873
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
9,0.25272,0.156515
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
10,0.256787,0.162687
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
11,0.240626,0.106272
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
12,0.23494,0.106159
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
13,0.234,0.0832145
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
14,0.234529,0.0405433
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
15,0.233537,0.0375063
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
16,0.231923,0.0324903
17,0.231707,0.030045
17,0.231707,0.030045
17,0.231707,0.030045
17,0.231707,0.030045
17,0.231707,0.030045
