Time,Queue Density,Dynamic Density
0,1,1
0.533333,0.0991167,0.170489
1.06667,0.109705,0.115168
1.6,0.117304,0.107679
2.13333,0.129851,0.0986582
2.66667,0.133202,0.0971769
3.2,0.13859,0.0950451
3.73333,0.146612,0.0855931
4.26667,0.144049,0.0747304
4.8,0.14381,0.0672495
5.33333,0.155915,0.0620768
5.86667,0.189851,0.103153
6.4,0.211624,0.149853
6.93333,0.213556,0.131466
7.46667,0.229348,0.125455
8,0.241089,0.147831
8.53333,0.243946,0.139934
9.06667,0.25542,0.154003
9.6,0.261984,0.14169
10.1333,0.254659,0.13687
10.6667,0.2446,0.132787
11.2,0.23951,0.107499
11.7333,0.235559,0.0970476
12.2667,0.23411,0.0911264
12.8,0.232193,0.0820075
13.3333,0.234447,0.0775558
13.8667,0.234396,0.0646279
14.4,0.234055,0.0522799
14.9333,0.233643,0.0434549
15.4667,0.233298,0.0362875
16,0.231903,0.0296531
16.5333,0.233102,0.0312794
17.0667,0.231833,0.0240297
17.6,0.231989,0.0234106
18.1333,0.230434,0.023728
18.6667,0.234784,0.0238612
19.2,0.242672,0.0368322
19.7333,0.233522,0.0321729
20.2667,0.227401,0.0204519
20.8,0.22994,0.023681
21.3333,0.232863,0.0323688
21.8667,0.232758,0.0290771
22.4,0.232538,0.0277329
22.9333,0.238675,0.0330742
23.4667,0.240979,0.0382038
24,0.240317,0.0351433
24.5333,0.24047,0.0352452
25.0667,0.239557,0.035927
25.6,0.241261,0.0386153
26.1333,0.256109,0.0601919
26.6667,0.261784,0.0714465
27.2,0.274382,0.0899939
27.7333,0.31306,0.140793
28.2667,0.351813,0.196533
28.8,0.395887,0.244616
29.3333,0.4319,0.288016
29.8667,0.4564,0.327983
30.4,0.476589,0.346687
30.9333,0.485485,0.365097
31.4667,0.493299,0.375525
32,0.493871,0.375498
32.5333,0.495278,0.374851
33.0667,0.497429,0.376705
33.6,0.52095,0.394449
34.1333,0.55025,0.40644
34.6667,0.572403,0.41389
35.2,0.588136,0.410355
35.7333,0.591561,0.395781
36.2667,0.593019,0.383292
36.8,0.590621,0.376211
37.3333,0.585683,0.35253
37.8667,0.582611,0.342443
38.4,0.594234,0.337125
38.9333,0.613087,0.34316
39.4667,0.63098,0.344732
40,0.67755,0.418196
40.5333,0.704582,0.453892
41.0667,0.723133,0.474481
41.6,0.734607,0.504663
42.1333,0.739173,0.497829
42.6667,0.738894,0.48766
43.2,0.745337,0.491422
43.7333,0.750537,0.475539
44.2667,0.758566,0.462984
44.8,0.766212,0.454304
45.3333,0.76917,0.435368
45.8667,0.772431,0.418478
46.4,0.776573,0.40584
46.9333,0.7772,0.383069
47.4667,0.77905,0.366923
48,0.790485,0.388304
48.5333,0.789176,0.360034
49.0667,0.789301,0.341503
49.6,0.789736,0.308346
50.1333,0.799447,0.299517
50.6667,0.799713,0.279539
51.2,0.805078,0.272584
51.7333,0.820298,0.275856
