Time,Queue Density
0,1
0.0666667,0.0738046
0.133333,0.0711019
0.2,0.0728344
0.266667,0.077131
0.333333,0.0830215
0.4,0.0862786
0.466667,0.09307
0.533333,0.0988912
0.6,0.0997921
0.666667,0.101247
0.733333,0.103812
0.8,0.10395
0.866667,0.105336
0.933333,0.106999
1,0.107692
1.06667,0.108593
1.13333,0.109286
1.2,0.109979
1.26667,0.112128
1.33333,0.112751
1.4,0.113306
1.46667,0.115731
1.53333,0.115315
1.6,0.115662
1.66667,0.11878
1.73333,0.120998
1.8,0.122037
1.86667,0.124255
1.93333,0.126681
2,0.127581
2.06667,0.127096
2.13333,0.129522
2.2,0.128829
2.26667,0.12876
2.33333,0.129453
2.4,0.130908
2.46667,0.131393
2.53333,0.13264
2.6,0.133195
2.66667,0.132779
2.73333,0.134581
2.8,0.134096
2.86667,0.135551
2.93333,0.135551
3,0.136798
3.06667,0.137214
3.13333,0.138531
3.2,0.138254
3.26667,0.139293
3.33333,0.139501
3.4,0.140818
3.46667,0.141927
3.53333,0.142412
3.6,0.14359
3.66667,0.146431
3.73333,0.147609
3.8,0.148233
3.86667,0.146847
3.93333,0.147332
4,0.148441
4.06667,0.14851
4.13333,0.145946
4.2,0.145184
4.26667,0.144075
4.33333,0.141095
4.4,0.141441
4.46667,0.141026
4.53333,0.14255
4.6,0.142481
4.66667,0.14158
4.73333,0.14255
4.8,0.144075
4.86667,0.145114
4.93333,0.145946
5,0.145669
5.06667,0.14754
5.13333,0.147748
5.2,0.147956
5.26667,0.152668
5.33333,0.155925
5.4,0.157727
5.46667,0.159945
5.53333,0.165281
5.6,0.168954
5.66667,0.173527
5.73333,0.180319
5.8,0.184477
5.86667,0.190644
5.93333,0.196743
6,0.198406
6.06667,0.205059
6.13333,0.208177
6.2,0.207554
6.26667,0.20887
6.33333,0.210464
6.4,0.211781
6.46667,0.214484
6.53333,0.215038
6.6,0.214761
6.66667,0.213583
6.73333,0.215662
6.8,0.214414
6.86667,0.213306
6.93333,0.212405
7,0.213236
7.06667,0.209563
7.13333,0.213514
7.2,0.213444
7.26667,0.21885
7.33333,0.222384
7.4,0.224324
7.46667,0.228482
7.53333,0.230977
7.6,0.233541
7.66667,0.238323
7.73333,0.241927
7.8,0.242966
7.86667,0.244144
7.93333,0.242689
8,0.240679
8.06667,0.242342
8.13333,0.241026
8.2,0.242481
8.26667,0.241441
8.33333,0.241857
8.4,0.242065
8.46667,0.242134
8.53333,0.244768
8.6,0.244629
8.66667,0.245253
8.73333,0.246916
8.8,0.247748
8.86667,0.249965
8.93333,0.252044
9,0.253638
9.06667,0.25544
9.13333,0.256757
9.2,0.258766
9.26667,0.259529
9.33333,0.260568
9.4,0.262231
9.46667,0.260014
9.53333,0.260845
9.6,0.2614
9.66667,0.260845
9.73333,0.260291
9.8,0.25939
9.86667,0.259113
9.93333,0.256064
10,0.257173
10.0667,0.255232
10.1333,0.253569
10.2,0.253292
10.2667,0.252876
10.3333,0.25045
10.4,0.250936
10.4667,0.24851
10.5333,0.244491
10.6,0.243728
10.6667,0.24158
10.7333,0.241649
10.8,0.242827
10.8667,0.241996
10.9333,0.239917
11,0.239293
11.0667,0.238877
11.1333,0.238462
11.2,0.238184
11.2667,0.237422
11.3333,0.235135
11.4,0.234789
11.4667,0.234234
11.5333,0.234442
11.6,0.232848
11.6667,0.233195
11.7333,0.233749
11.8,0.234373
11.8667,0.234511
